DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
11/17/2000,2,-4.7670,-1.2644,-5.0348,-6.0468,0.4348
11/17/2000,3,-4.3875,-1.4848,-4.8607,-6.2332,0.9367
11/17/2000,4,-4.7971,-1.5029,-4.9357,-6.8753,0.6306
11/17/2000,5,-2.5834,-0.5925,-3.4760,-4.5611,3.3693
11/17/2000,6,-4.5155,-1.8419,-4.6159,-4.1865,2.2267
11/17/2000,7,-2.3813,32.2484,-2.0783,-8.6406,2.7946
11/17/2000,8,81.2880,604.1287,19.3215,-8.2877,1.3996
11/17/2000,9,240.3030,863.4118,33.3264,-5.8543,1.0336
11/17/2000,10,387.0417,949.9027,41.3307,-3.7076,1.4713
11/17/2000,11,489.3062,972.3807,52.3019,-3.2453,2.0586
11/17/2000,12,513.3112,918.7645,58.8496,-2.0414,1.9897
11/17/2000,13,481.3700,770.0048,97.3606,-1.2507,2.7435
11/17/2000,14,314.3658,494.4369,85.5592,-2.2805,4.0246
11/17/2000,15,137.5880,23.3822,117.4780,-3.6355,3.2196
11/17/2000,16,74.4739,0.6121,72.3991,-4.0506,2.6475
11/17/2000,17,2.6064,-0.0938,2.7430,-5.5860,2.6350
11/17/2000,18,-0.4422,0.1147,-0.2752,-7.0604,2.9174
11/17/2000,19,-0.4172,0.3132,-0.2319,-8.0707,2.6053
11/17/2000,20,-0.3992,1.0731,-0.2269,-8.2883,0.5226
11/17/2000,21,-2.7537,1.0058,-2.2644,-8.7065,0.7539
11/17/2000,22,-4.9664,1.1527,-3.8952,-9.7903,0.3394
11/17/2000,23,-5.5303,0.9988,-4.4458,-10.2748,0.8314
11/18/2000,0,-5.1347,-0.0369,-4.4280,-11.5352,0.6446
11/18/2000,1,-5.1189,0.8670,-4.2303,-12.2275,0.9770
11/18/2000,2,-4.1112,0.9499,-4.5878,-11.9422,1.7816
11/18/2000,3,-3.9389,0.8956,-4.5764,-11.1342,2.3281
11/18/2000,4,-4.5009,0.0870,-4.1395,-10.0108,2.4495
11/18/2000,5,-5.1001,-0.7950,-3.7267,-10.1658,2.1355
11/18/2000,6,-2.9584,-0.5244,-2.9571,-9.3723,3.3526
11/18/2000,7,-0.1258,36.2299,-0.8687,-7.7356,4.7837
11/18/2000,8,81.3390,614.1908,21.1581,-5.4578,5.2261
11/18/2000,9,246.7233,876.9978,38.2549,-2.4309,5.3711
11/18/2000,10,397.0238,968.7912,45.8169,0.6737,4.3506
11/18/2000,11,491.5718,1007.3693,43.5801,1.2791,1.2616
11/18/2000,12,534.8580,975.6905,62.2142,1.7258,1.5864
11/18/2000,13,489.3893,759.4393,119.2186,4.2202,1.0210
11/18/2000,14,364.5187,419.2951,161.8683,7.0821,3.5972
11/18/2000,15,237.8797,351.1186,115.5148,6.5853,5.2867
11/18/2000,16,78.5916,230.4664,35.7912,4.7590,7.3814
11/18/2000,17,16.8762,121.8871,8.5725,3.4839,6.4772
11/18/2000,18,-2.9237,0.6081,-3.2237,2.7841,5.7007
11/18/2000,19,-3.2415,0.4637,-3.4832,2.4114,4.4870
11/18/2000,20,-2.8362,0.8389,-3.3041,2.5190,5.3199
11/18/2000,21,-4.2904,0.3841,-4.5697,1.8894,1.9788
11/18/2000,22,-4.6521,-0.8954,-4.8048,-0.0990,2.0475
11/18/2000,23,-4.4705,-0.5066,-4.5565,-1.2356,0.6400
11/19/2000,0,-4.6836,-0.0571,-4.6594,-1.6419,0.7991
11/19/2000,1,-2.8143,0.4515,-3.4896,-0.9896,2.6809
11/19/2000,2,-3.4961,-0.4097,-3.7409,1.1962,3.8078
11/19/2000,3,-3.4402,-0.5083,-3.5503,0.7312,4.3690
11/19/2000,4,-3.1065,-0.5158,-3.3836,0.9565,4.2875
11/19/2000,5,-2.8249,-0.5998,-3.1026,1.3477,5.9369
11/19/2000,6,-2.8931,-0.7349,-3.3001,1.1431,5.7628
11/19/2000,7,-1.8262,25.2698,-2.0933,0.9636,4.1947
11/19/2000,8,72.3155,583.0047,16.7547,2.1634,1.1720
11/19/2000,9,234.1680,863.8897,32.3869,4.1037,3.0906
11/19/2000,10,385.0642,965.2652,39.1544,5.0063,3.4336
11/19/2000,11,485.0992,1009.6535,40.1135,5.8746,1.9130
11/19/2000,12,532.7685,982.7468,56.7599,6.1699,1.8477
11/19/2000,13,394.6122,652.9962,73.3431,7.9373,1.2959
11/19/2000,14,221.3231,262.7678,86.6112,7.9287,5.1785
11/19/2000,15,319.4683,675.7323,115.1331,9.3593,7.4378
11/19/2000,16,193.0610,762.9277,71.6789,9.4545,5.2968
11/19/2000,17,22.1121,131.8936,13.2873,4.0085,5.3958
11/19/2000,18,-4.4845,-0.9081,-4.2190,-0.1651,2.7329
11/19/2000,19,-2.9656,-0.2408,-2.8579,-2.2855,4.5703
11/19/2000,20,-3.2194,0.2154,-3.4896,-2.8972,3.0507
11/19/2000,21,-3.3814,0.1912,-3.5616,-3.3070,2.6863
11/19/2000,22,-3.3626,0.0489,-3.4764,-3.7528,2.8139
11/19/2000,23,-3.1849,0.0749,-3.3936,-3.9079,2.0331
11/20/2000,0,-1.9962,-0.2350,-2.0977,-4.5196,1.3787
11/20/2000,1,-2.1107,0.0532,-1.8823,-5.5752,1.6210
11/20/2000,2,-1.7058,0.0286,-2.7597,-6.3575,1.9437
11/20/2000,3,-1.8288,0.2221,-1.8810,-6.6424,1.1280
11/20/2000,4,-3.5254,-0.2240,-3.5524,-7.3245,1.0005
11/20/2000,5,-2.8842,-0.1102,-3.0843,-7.4140,1.2203
11/20/2000,6,-2.8373,-0.9301,-3.3510,-7.9840,1.6453
11/20/2000,7,-0.4526,17.9130,-2.0149,-7.7849,0.7928
11/20/2000,8,109.2866,577.4555,18.8086,-3.3247,1.3162
11/20/2000,9,229.8530,865.4057,28.0052,0.7380,1.4356
11/20/2000,10,377.3698,967.1418,33.9525,1.8534,1.1531
11/20/2000,11,479.8595,1009.8195,36.7703,5.7144,1.4362
11/20/2000,12,522.9800,1015.3133,39.5078,7.1713,1.8935
11/20/2000,13,503.0438,1007.6098,37.6296,7.7548,1.2917
11/20/2000,14,424.4790,957.3207,36.6278,8.0032,1.3352
11/20/2000,15,290.1135,861.8370,34.0306,7.8887,1.2454
11/20/2000,16,134.4416,705.1630,24.1661,7.7460,1.1443
11/20/2000,17,7.2834,97.4715,1.2414,6.1571,1.0812
11/20/2000,18,-6.0315,-0.8640,-5.5678,3.8646,0.9530
11/20/2000,19,-4.9412,1.0323,-4.8879,3.0616,0.5031
11/20/2000,20,-3.9988,1.6995,-5.0344,4.4982,0.6489
11/20/2000,21,-3.8313,-0.0426,-4.0227,5.3601,0.3086
11/20/2000,22,-2.8624,0.6252,-3.1982,5.8841,0.7799
11/20/2000,23,-3.5177,0.0687,-3.7978,6.3354,1.6542
11/21/2000,0,-3.3681,-0.5142,-3.9962,5.2829,3.0768
11/21/2000,1,-4.2643,-1.0332,-4.9367,5.6101,3.4051
11/21/2000,2,-4.0774,-0.9632,-4.6822,4.4964,2.8060
11/21/2000,3,-3.2816,-0.3540,-3.8896,5.5417,3.0743
11/21/2000,4,-3.3470,-0.5036,-3.8835,6.0283,5.0399
11/21/2000,5,-4.1259,-1.1267,-4.6378,6.0005,3.1613
11/21/2000,6,-5.1828,-1.7876,-5.1614,4.9274,1.6430
11/21/2000,7,-2.8669,15.6108,-3.1661,3.9041,0.9359
11/21/2000,8,61.7402,486.0347,17.6827,4.9968,0.5572
11/21/2000,9,209.4672,666.4378,51.2021,8.3346,0.4008
11/21/2000,10,326.7828,615.9088,90.0881,9.6257,0.5368
11/21/2000,11,397.1020,522.2718,130.3370,10.3378,1.6029
11/21/2000,12,477.4265,742.4952,105.6437,12.0062,2.6157
11/21/2000,13,501.4247,885.3848,82.8786,12.8038,2.3555
11/21/2000,14,363.8018,601.0070,96.0950,11.7233,1.6129
11/21/2000,15,235.1887,255.1223,132.7977,10.3163,2.5692
11/21/2000,16,99.3268,71.1312,77.7744,8.5422,1.1025
11/21/2000,17,12.0952,0.6504,11.0308,6.7549,1.8082
11/21/2000,18,-4.3094,0.0292,-4.7184,5.2353,1.3302
11/21/2000,19,-4.2912,-0.5525,-4.5079,4.3427,1.3723
11/21/2000,20,-2.6315,0.1145,-3.0300,3.5560,2.8970
11/21/2000,21,-2.2508,0.2803,-2.6261,3.1928,2.3458
11/21/2000,22,-2.3610,0.6579,-2.6821,3.1741,1.1953
11/21/2000,23,-2.9642,0.8558,-3.1662,2.7294,0.4515
11/22/2000,0,-2.9669,-0.6356,-3.1407,2.1424,0.1444
11/22/2000,1,-2.1621,-0.3563,-2.6554,2.4785,0.8759
11/22/2000,2,-2.2317,-0.2943,-2.6846,2.6606,1.4387
11/22/2000,3,-2.9643,-0.5271,-3.0540,2.1692,0.4275
11/22/2000,4,-3.2826,-0.6498,-3.3054,1.4857,0.1404
11/22/2000,5,-1.9494,-0.7055,-2.3515,1.6143,0.1294
11/22/2000,6,-2.8203,-0.5222,-3.0998,1.9642,0.1300
11/22/2000,7,-1.9377,-0.1920,-2.0653,1.7404,0.4241
11/22/2000,8,36.9884,0.6448,34.6054,3.0872,0.7447
11/22/2000,9,125.8062,20.7250,111.6624,4.6873,0.4441
11/22/2000,10,234.2812,102.4685,176.7270,6.7529,0.1522
11/22/2000,11,364.2113,336.2757,186.3950,8.5663,0.2157
11/22/2000,12,444.8635,413.6133,221.9303,10.8398,1.0787
11/22/2000,13,349.4633,222.0423,218.7608,9.2410,2.4504
11/22/2000,14,275.7138,193.2533,177.1112,9.5352,2.0495
11/22/2000,15,225.3918,440.5318,87.6298,9.8447,1.8236
11/22/2000,16,125.1246,562.0958,33.1878,9.0053,2.6441
11/22/2000,17,9.0061,59.0445,4.6281,6.6419,2.0401
11/22/2000,18,-4.9007,0.0093,-5.2034,5.8478,1.1034
11/22/2000,19,-4.5268,-0.3635,-5.0577,4.7134,1.6647
11/22/2000,20,-4.2941,-0.1819,-4.7373,3.5674,1.4010
11/22/2000,21,-4.1284,0.1036,-4.5675,2.6533,1.5393
11/22/2000,22,-3.4493,0.7167,-4.1366,1.6485,2.1061
11/22/2000,23,-3.2921,0.5501,-3.8722,1.2738,2.2068
11/23/2000,0,-2.7482,-0.5462,-3.1002,1.5329,1.3984
11/23/2000,1,-3.8615,-0.8684,-4.3481,0.8717,1.2105
11/23/2000,2,-3.5651,-1.0180,-4.1041,0.1444,1.1749
11/23/2000,3,-3.0657,-0.9998,-3.4609,-0.3085,1.1218
11/23/2000,4,-3.4498,-1.1316,-3.9117,-0.6804,1.4329
11/23/2000,5,-3.3959,-1.2041,-3.8371,-1.0399,1.3702
11/23/2000,6,-3.2040,-1.1884,-3.8017,-1.5032,1.9437
11/23/2000,7,-2.2469,-1.0363,-2.8213,-1.9093,2.3632
11/23/2000,8,38.1917,159.9871,15.5262,-1.5389,2.5428
11/23/2000,9,168.3240,548.1588,46.4410,2.2458,1.6387
11/23/2000,10,341.3995,613.5800,114.5892,3.9446,0.9560
11/23/2000,11,473.4752,740.7327,140.1208,4.8031,1.4215
11/23/2000,12,534.2387,900.8138,111.1696,5.1823,1.7505
11/23/2000,13,490.4850,966.3072,53.5249,5.4855,1.6800
11/23/2000,14,424.2487,965.7583,43.5503,6.4769,0.8362
11/23/2000,15,287.2445,869.3833,36.3748,6.6764,1.5473
11/23/2000,16,97.2095,460.5905,25.3714,5.3696,1.6579
11/23/2000,17,5.6242,34.7427,3.2417,3.6182,0.5038
11/23/2000,18,-4.0074,-0.0261,-4.3873,1.3968,1.8448
11/23/2000,19,-2.8490,1.0205,-3.6159,1.8782,3.3598
11/23/2000,20,-3.2288,0.7737,-3.6166,1.3685,3.1239
11/23/2000,21,-3.2370,1.2886,-3.6630,2.0434,2.2412
11/23/2000,22,-4.5900,0.6648,-4.8252,2.1430,1.2507
11/23/2000,23,-3.8872,0.6330,-4.2214,1.8574,1.5839
11/24/2000,0,-3.4570,-0.8679,-4.1092,1.3969,2.6210
11/24/2000,1,-3.6161,-0.9074,-4.2539,0.8016,2.1696
11/24/2000,2,-3.3720,-0.7270,-3.9602,0.3797,2.7517
11/24/2000,3,-3.5904,-1.0440,-4.1438,0.6132,1.4620
11/24/2000,4,-3.8942,-1.4546,-4.3060,0.7374,1.4101
11/24/2000,5,-3.7284,-1.4959,-4.1643,0.6268,1.6617
11/24/2000,6,-3.6035,-1.2979,-4.0772,0.9654,2.1072
11/24/2000,7,-2.7460,-0.1769,-3.1737,1.5635,2.1738
11/24/2000,8,59.0851,522.4753,14.4161,2.8346,1.4600
11/24/2000,9,210.9577,853.2828,26.5866,5.7915,0.2832
11/24/2000,10,354.2493,959.3522,30.2733,6.9621,0.5128
11/24/2000,11,459.1360,998.2962,34.6667,6.7840,1.1626
11/24/2000,12,502.9447,1014.5050,36.9500,8.2132,0.8437
11/24/2000,13,492.2428,1010.5483,37.5393,9.7102,1.4940
11/24/2000,14,420.3105,984.7497,33.6331,10.9682,1.3412
11/24/2000,15,286.8148,907.6913,27.9098,12.2420,0.9984
11/24/2000,16,126.8588,714.8205,19.1089,10.3225,0.5356
11/24/2000,17,6.5288,66.6166,1.4647,7.7005,1.4109
11/24/2000,18,-6.0072,-0.7073,-6.0004,5.4511,0.7294
11/24/2000,19,-4.4759,-0.1400,-4.9929,3.2082,2.0023
11/24/2000,20,-4.1486,-0.7037,-4.3204,2.0022,2.2766
11/24/2000,21,-4.6482,-0.6064,-4.7667,0.0863,0.2646
11/24/2000,22,-4.4219,-0.3114,-4.3576,-1.3927,0.5567
11/24/2000,23,-3.6885,0.7251,-3.7994,-2.4835,0.6554
11/25/2000,0,-0.0221,0.6648,-0.5315,-1.5126,0.7153
11/25/2000,1,-0.6248,0.8366,-0.6825,-0.3222,0.2137
11/25/2000,2,-1.0370,0.9090,-1.0202,-0.1497,0.1604
11/25/2000,3,-1.0440,0.5216,-0.9396,-0.5529,0.7116
11/25/2000,4,-1.0803,0.5873,-0.9599,-0.6971,0.3075
11/25/2000,5,-1.6706,0.7128,-1.7185,-0.9340,0.0900
11/25/2000,6,-1.8404,0.4108,-1.9196,-0.9601,0.0941
11/25/2000,7,-2.9261,2.3401,-3.1434,-1.7122,0.1265
11/25/2000,8,55.0586,381.8534,20.4211,-1.5059,0.2338
11/25/2000,9,195.5488,758.2232,31.9873,1.4622,0.7773
11/25/2000,10,342.7347,895.9970,39.1196,2.4323,3.1765
11/25/2000,11,452.3660,958.5557,43.4312,2.8651,3.6498
11/25/2000,12,497.0558,985.1228,43.8926,4.3709,3.3036
11/25/2000,13,483.6823,984.0913,42.2562,4.4939,2.5774
11/25/2000,14,414.5247,965.2365,36.7743,5.4738,2.0005
11/25/2000,15,278.0073,845.0397,34.3818,6.0913,2.0905
11/25/2000,16,139.7430,668.2940,40.6180,5.4738,1.8247
11/25/2000,17,15.5003,76.3663,9.6917,3.7746,0.6854
11/25/2000,18,-5.9135,-0.9480,-5.6344,1.8062,0.8701
11/25/2000,19,-5.3915,-0.8646,-5.4944,1.1473,0.5846
11/25/2000,20,-4.0768,0.2548,-4.0117,0.0172,1.0630
11/25/2000,21,-3.2170,1.3457,-3.8301,0.4477,1.3174
11/25/2000,22,-4.4099,0.0241,-4.4886,-0.4308,0.8163
11/25/2000,23,-3.4241,0.5325,-4.0656,0.6028,1.0818
11/26/2000,0,-4.9571,-0.4202,-5.2869,0.6962,0.3914
11/26/2000,1,-3.9349,0.1411,-4.0747,1.7100,0.7033
11/26/2000,2,-4.6509,-0.3146,-4.6812,2.2429,0.8778
11/26/2000,3,-3.7818,-0.9990,-3.9284,1.8263,1.6527
11/26/2000,4,-4.0004,-1.4313,-4.3754,1.7351,0.8916
11/26/2000,5,-3.1777,-1.3990,-3.5435,1.6661,1.4255
11/26/2000,6,-3.4808,-1.4480,-3.9710,2.5466,1.1066
11/26/2000,7,-0.1497,1.7669,-0.2987,1.7266,0.7726
11/26/2000,8,6.3481,41.5071,5.6334,5.0972,2.0987
11/26/2000,9,16.0636,-0.2348,15.8368,4.4278,0.4525
11/26/2000,10,24.9990,0.9832,24.2098,5.6588,0.8404
11/26/2000,11,37.2839,0.0684,36.3472,5.4277,1.1119
11/26/2000,12,57.1844,0.6515,55.9101,5.1152,1.7686
11/26/2000,13,135.5307,0.6348,131.5497,6.7581,7.3223
11/26/2000,14,186.8791,84.1949,145.9459,7.9150,5.8035
11/26/2000,15,292.4615,888.4877,39.2177,8.9427,9.5938
11/26/2000,16,136.6217,734.5540,26.5314,7.9548,6.8170
11/26/2000,17,9.9422,70.2423,5.2739,6.6829,8.0560
11/26/2000,18,-3.8902,-0.5333,-4.1865,5.0798,4.0656
11/26/2000,19,-3.8887,0.6746,-4.3320,3.8264,1.4896
11/26/2000,20,-2.8884,0.8436,-3.4432,4.8542,3.9952
11/26/2000,21,-4.4352,-0.2834,-4.6200,4.5980,0.5394
11/26/2000,22,-4.3345,-0.1255,-4.4196,3.6719,0.9640
11/26/2000,23,-4.4897,0.0506,-4.4293,3.2866,0.9378
11/27/2000,0,-4.6906,-1.1711,-4.6261,1.6737,0.4770
11/27/2000,1,-3.3704,-0.7926,-3.4265,1.2126,1.3254
11/27/2000,2,-3.2045,-0.8195,-3.3803,1.0667,1.4936
11/27/2000,3,-3.5377,-1.0954,-3.4833,-1.4032,1.6570
11/27/2000,4,-2.2386,-0.1681,-2.6282,-1.2957,1.2006
11/27/2000,5,-1.6623,-0.0762,-1.9909,-1.3319,0.8562
11/27/2000,6,-3.2305,0.0565,-3.4348,-1.1963,0.3165
11/27/2000,7,-1.7625,-0.1601,-1.8529,-1.4669,0.6756
11/27/2000,8,41.5486,41.7755,36.2233,-1.3765,0.2909
11/27/2000,9,95.8483,37.7734,82.3323,-0.0716,0.7609
11/27/2000,10,262.0805,488.6564,77.5886,1.5603,0.3068
11/27/2000,11,397.4007,737.7750,77.3460,3.2127,1.9013
11/27/2000,12,437.2023,748.2588,81.1103,3.9112,1.6380
11/27/2000,13,446.5162,655.3231,139.3047,5.6294,0.8385
11/27/2000,14,361.1090,471.8141,166.9998,5.3663,1.9400
11/27/2000,15,275.2080,836.3242,38.7039,7.0894,0.8116
11/27/2000,16,119.9154,666.0080,21.7550,7.6533,0.7302
11/27/2000,17,3.9401,46.8372,1.2447,4.8947,1.5168
11/27/2000,18,-4.1939,1.0129,-4.2177,5.3483,3.2632
11/27/2000,19,-4.0789,0.4002,-4.3606,4.8611,1.4968
11/27/2000,20,-3.9306,0.4357,-4.0809,3.4753,2.1144
11/27/2000,21,-3.4043,0.5835,-3.6267,3.5776,2.8088
11/27/2000,22,-4.3840,0.5472,-4.4817,2.9653,1.2338
11/27/2000,23,-4.5241,-0.4264,-4.5106,2.6045,0.9071
11/28/2000,0,-4.3122,-0.6997,-4.5025,2.3945,1.3723
11/28/2000,1,-4.2005,0.0233,-4.3172,2.0748,0.9568
11/28/2000,2,-3.6189,0.6467,-3.6016,2.9988,1.3602
11/28/2000,3,-3.5684,-0.5772,-3.8114,4.5508,2.6234
11/28/2000,4,-3.8723,-0.8069,-3.9240,3.7131,3.1485
11/28/2000,5,-4.9723,-0.7513,-4.9136,2.9460,0.7090
11/28/2000,6,-3.7352,0.6249,-3.6056,1.9989,1.3779
11/28/2000,7,-2.8660,0.2384,-2.8599,2.0820,1.6310
11/28/2000,8,41.2784,249.3305,13.1940,1.9235,0.4657
11/28/2000,9,194.3573,753.7737,31.7817,-0.3952,2.8949
11/28/2000,10,307.7128,674.2400,69.9887,-0.7300,2.5617
11/28/2000,11,253.2789,118.5450,184.9883,-0.6679,2.5297
11/28/2000,12,337.3390,184.4447,218.4952,0.3032,2.6626
11/28/2000,13,319.2062,200.9697,190.8234,0.5370,2.1322
11/28/2000,14,410.4646,787.6709,82.0803,1.7507,2.5883
11/28/2000,15,255.7670,665.0634,53.3177,1.6156,2.3428
11/28/2000,16,128.3871,619.5268,31.3452,1.2779,1.9764
11/28/2000,17,7.8574,35.3672,5.1019,0.3814,1.4947
11/28/2000,18,-4.9528,-0.6005,-4.5979,-1.0519,0.3148
11/28/2000,19,-4.8076,-0.4387,-4.8784,-1.6531,0.1600
11/28/2000,20,-4.5573,-0.2486,-4.6993,-2.5215,0.1827
11/28/2000,21,-3.6654,0.6751,-3.7380,-3.0121,0.2799
11/28/2000,22,-3.5527,0.7871,-3.4187,-3.1529,0.6868
11/28/2000,23,-3.4678,1.0356,-3.3459,-3.2056,0.8023
11/29/2000,0,-4.1105,-1.1322,-4.4431,-3.6359,0.5351
11/29/2000,1,-4.2347,-0.6909,-4.5142,-4.7308,0.7672
11/29/2000,2,-2.6029,-0.1315,-3.0236,-5.6468,2.6226
11/29/2000,3,-2.6231,-0.4208,-3.0396,-5.6349,2.5652
11/29/2000,4,-2.7269,-0.5526,-3.1584,-5.7574,1.8528
11/29/2000,5,-3.3587,-0.7091,-3.7906,-5.0189,1.1926
11/29/2000,6,-3.6195,-0.9954,-3.9639,-5.4017,1.0881
11/29/2000,7,-3.2965,-1.0901,-3.6850,-5.7074,0.9368
11/29/2000,8,52.5266,414.1818,17.1685,-5.1660,0.1389
11/29/2000,9,194.2178,746.9523,34.4775,-2.4315,0.9012
11/29/2000,10,353.7422,904.9163,48.5225,-1.9366,1.0944
11/29/2000,11,362.0398,665.9160,47.7266,-1.3521,1.0630
11/29/2000,12,436.8515,720.2158,68.9614,0.3383,0.8696
11/29/2000,13,475.2580,918.4172,53.3007,2.2866,0.7827
11/29/2000,14,403.5517,907.2408,42.6838,3.4437,1.0365
11/29/2000,15,267.2172,769.0458,41.0052,4.8286,0.5497
11/29/2000,16,101.1115,355.1246,49.7158,3.8065,0.0989
11/29/2000,17,3.3992,46.3421,1.1725,2.3984,0.2197
11/29/2000,18,-6.0538,-0.7475,-5.5522,0.2745,0.3657
11/29/2000,19,-3.8135,-0.4799,-4.1261,-0.7805,1.2106
11/29/2000,20,-4.0488,0.3808,-4.2553,-1.7439,0.6634
11/29/2000,21,-3.9544,0.4188,-4.2221,-2.5697,0.4216
11/29/2000,22,-4.0005,0.0659,-4.2615,-2.4187,0.5059
11/29/2000,23,-3.6761,-0.0385,-3.9027,-2.8724,0.6368
11/30/2000,0,-3.3955,-0.3986,-3.5741,-3.1189,0.7618
11/30/2000,1,-2.5725,0.2119,-2.9468,-2.1245,1.2389
11/30/2000,2,-2.4214,0.7262,-2.7416,-1.2022,0.8447
11/30/2000,3,-1.7670,1.6351,-2.1118,1.6514,1.2054
11/30/2000,4,-1.5678,0.5115,-2.6549,7.7996,3.2286
11/30/2000,5,-3.4162,-0.7255,-3.4574,11.2007,5.5654
11/30/2000,6,-4.1255,-0.8437,-3.9287,10.8095,4.1629
11/30/2000,7,-3.8664,-0.9117,-3.8643,10.1452,4.5599
11/30/2000,8,39.9152,256.0748,13.8740,8.9588,6.5049
11/30/2000,9,208.2838,785.6697,44.5908,8.8732,7.1720
11/30/2000,10,339.8550,904.1715,40.6263,8.7632,6.0201
11/30/2000,11,454.0152,957.8900,47.0208,8.8522,4.7553
11/30/2000,12,500.6292,993.7167,41.6294,9.0967,6.2991
11/30/2000,13,492.8000,991.4798,43.3050,7.8898,10.4126
11/30/2000,14,427.4037,982.8253,39.8056,8.4108,11.0413
11/30/2000,15,298.0945,932.0760,32.6354,8.8108,6.7705
11/30/2000,16,134.2914,770.8000,20.6423,7.8669,3.6514
11/30/2000,17,6.4989,67.5671,2.8539,6.0708,4.5149
11/30/2000,18,-3.5498,0.1568,-3.9191,4.9814,5.9325
11/30/2000,19,-4.9675,-0.6804,-5.1266,3.1058,3.5395
11/30/2000,20,-4.6890,0.3021,-4.8967,2.5771,2.7820
11/30/2000,21,-3.3711,0.8715,-3.6649,2.2638,6.0780
11/30/2000,22,-2.7690,0.5778,-2.6548,2.3733,8.5318
11/30/2000,23,-3.9412,0.1328,-4.1221,1.7019,4.2459
12/1/2000,0,-3.6502,-0.5689,-3.6731,1.2229,4.9547
12/1/2000,1,-4.1033,-0.5124,-4.1891,0.9946,2.9976
12/1/2000,2,-4.4258,-0.4609,-4.5937,0.9630,2.6103
12/1/2000,3,-5.1481,-0.9172,-5.2957,0.3221,1.5474
12/1/2000,4,-6.1349,-0.7350,-6.0121,-1.9605,0.3631
12/1/2000,5,-5.5795,-1.2108,-5.3577,-3.7016,0.3375
12/1/2000,6,-4.8012,-1.3082,-5.0547,-4.3459,0.1235
12/1/2000,7,-3.2171,-1.7492,-3.7745,-4.5816,0.5812
12/1/2000,8,43.5018,445.4144,11.2369,-3.4565,0.9983
12/1/2000,9,189.6413,819.9840,24.9410,-0.2714,0.5928
12/1/2000,10,335.5265,941.8900,30.6279,1.6749,1.5896
12/1/2000,11,447.7433,991.0420,32.9612,2.1638,1.4779
12/1/2000,12,494.9297,993.1522,38.4869,3.0961,2.0097
12/1/2000,13,476.5210,952.9967,44.6781,4.0839,2.1207
12/1/2000,14,407.2845,930.8282,38.9804,3.4611,2.2075
12/1/2000,15,268.2103,817.3672,33.3748,4.1682,1.7521
12/1/2000,16,115.9277,613.1935,21.1669,3.8075,0.9363
12/1/2000,17,-0.1829,21.5764,-0.7135,1.4572,0.2084
12/1/2000,18,-5.9883,-0.3468,-5.5248,-0.5891,0.1360
12/1/2000,19,-4.6964,-0.7023,-5.0496,-0.8043,0.6262
12/1/2000,20,-3.9326,-0.4640,-4.3116,-2.2904,2.1804
12/1/2000,21,-2.9951,0.6171,-3.5040,-2.8607,3.3137
12/1/2000,22,-3.3382,0.3919,-3.7263,-3.3364,2.9656
12/1/2000,23,-3.2803,0.6679,-3.7779,-3.7765,2.1604
12/2/2000,0,-3.3704,-0.7934,-3.9002,-3.9765,1.9755
12/2/2000,1,-3.4652,-0.6291,-3.9208,-4.1708,1.6583
12/2/2000,2,-3.7210,-0.7714,-4.1478,-4.7134,1.0330
12/2/2000,3,-3.5095,-0.8681,-3.9643,-4.8029,1.1803
12/2/2000,4,-3.1361,-0.8929,-3.6104,-5.0004,1.9825
12/2/2000,5,-3.3427,-1.2358,-3.8545,-4.7409,1.3802
12/2/2000,6,-3.5194,-1.3900,-3.9692,-4.8264,0.9549
12/2/2000,7,-3.3846,-1.6277,-3.8170,-4.7391,0.4890
12/2/2000,8,42.0920,434.8621,10.8815,-3.0052,0.5332
12/2/2000,9,186.2460,824.7743,23.4406,1.4460,0.2206
12/2/2000,10,327.6390,945.2462,26.3239,2.8130,0.3301
12/2/2000,11,443.9235,988.0735,31.9612,3.0596,1.0336
12/2/2000,12,490.3505,1002.8080,34.0270,4.6843,0.9651
12/2/2000,13,481.9997,1004.0940,34.0248,5.7429,1.2392
12/2/2000,14,406.1960,961.1543,33.0722,6.9351,1.8065
12/2/2000,15,276.2485,874.2778,30.8298,6.8737,1.9401
12/2/2000,16,120.8281,676.0217,21.2836,6.5550,1.1837
12/2/2000,17,4.3674,50.9356,2.7631,3.8689,2.2467
12/2/2000,18,-5.6160,-0.7372,-5.4337,1.8421,1.1104
12/2/2000,19,-5.2211,-0.1279,-4.9951,0.1964,0.1047
12/2/2000,20,-4.0716,0.0522,-4.4855,-0.1726,0.3021
12/2/2000,21,-4.2064,0.2724,-4.5408,0.1113,0.2578
12/2/2000,22,-4.1627,0.0282,-4.3035,-0.3624,0.5221
12/2/2000,23,-1.8616,2.5583,-2.9462,1.2765,1.5636
12/3/2000,0,-3.4067,-0.1538,-4.1630,5.2836,1.0840
12/3/2000,1,-4.2386,-0.9296,-4.4647,5.4677,2.3757
12/3/2000,2,-3.0039,-0.6139,-3.4748,6.1097,5.9213
12/3/2000,3,-3.3589,-0.6263,-3.8620,5.9269,4.3305
12/3/2000,4,-3.7483,-1.0342,-4.3312,6.9048,2.9556
